Entity,Value Date,Amount Functional Currency,Liquidity Group
T055,2023-08-09,7533.72,TRR
T055,2023-08-09,7772.77,TRR
T055,2023-08-09,8364.73,TRR
T055,2023-08-09,9223.57,TRR
T055,2023-08-09,10327.2,TRR
T055,2023-08-09,10349.35,TRR
T055,2023-08-09,12735.01,TRR
T055,2023-08-09,49750.0,TRR
T055,2023-08-09,57165.97,TRR
T055,2023-08-09,68027.58,TRR
T055,2023-08-10,1026.93,TRR
T055,2023-08-10,1883.12,TRR
T055,2023-08-10,2674.07,TRR
T055,2023-08-10,5877.16,TRR
T055,2023-08-10,6890.1,TRR
T055,2023-08-10,17101.71,TRR
T055,2023-08-10,22747.71,TRR
T055,2023-08-10,26519.16,TRR
T055,2023-08-10,29412.13,TRR
T055,2023-08-10,189894.77,TRR
T055,2023-08-11,-30230.64,TRP
T055,2023-08-11,-9511.55,TRP
T055,2023-08-11,-16.53,TRP
T055,2023-08-11,-10721.96,TRP
T055,2023-08-11,-5025.65,TRP
T055,2023-08-11,-11621.9,TRP
T055,2023-08-11,-442.83,TRP
T055,2023-08-11,-1158.54,TRP
T055,2023-08-11,-2470.58,TRP
T055,2023-08-11,-968.0,TRP
T055,2023-08-11,-2247.94,TRP
T055,2023-08-11,-65.34,TRP
T055,2023-08-11,-3641.09,TRP
T055,2023-08-11,-218.79,TRP
T055,2023-08-11,-2240.2,TRP
T055,2023-08-11,-6327.0,TRP
T055,2023-08-11,-247.99,TRP
T055,2023-08-11,6579.34,TRR
T055,2023-08-11,7163.0,TRR
T055,2023-08-11,7967.8,TRR
T055,2023-08-11,9013.36,TRR
T055,2023-08-11,24408.99,TRR
T055,2023-08-11,24824.0,TRR
T055,2023-08-11,50733.88,TRR
T055,2023-08-11,73973.96,TRR
T055,2023-08-11,113274.29,TRR
T055,2023-08-11,171989.47,TRR
T055,2023-08-14,886.66,TRR
T055,2023-08-14,1022.5,TRR
T055,2023-08-14,2570.95,TRR
T055,2023-08-14,4337.28,TRR
T055,2023-08-14,10281.25,TRR
T055,2023-08-14,16665.0,TRR
T055,2023-08-14,34774.55,TRR
T055,2023-08-15,-6965.95,TRP
T055,2023-08-15,-22966.07,TRP
T055,2023-08-15,-1040.35,TRP
T055,2023-08-15,-5840.65,TRP
T055,2023-08-15,-64431.6,TRP
T055,2023-08-15,-242.0,TRP
T055,2023-08-15,-6050.0,TRP
T055,2023-08-15,-8984.04,TRP
T055,2023-08-15,-3257.81,TRP
T055,2023-08-15,-1280.18,TRP
T055,2023-08-15,-134.73,TRP
T055,2023-08-15,125.59,TRR
T055,2023-08-15,1084.45,TRR
T055,2023-08-15,5984.9,TRR
T055,2023-08-15,9487.24,TRR
T055,2023-08-15,13269.99,TRR
T055,2023-08-15,14567.44,TRR
T055,2023-08-15,28976.8,TRR
T055,2023-08-15,37549.6,TRR
T055,2023-08-15,38631.81,TRR
T055,2023-08-15,55932.32,TRR
T055,2023-08-15,75372.45,TRR
T055,2023-08-15,8460.0,TRR
T055,2023-08-16,2000.79,TRR
T055,2023-08-16,3386.06,TRR
T055,2023-08-16,3515.0,TRR
T055,2023-08-16,3936.44,TRR
T055,2023-08-16,4670.32,TRR
T055,2023-08-16,5113.15,TRR
T055,2023-08-16,5338.08,TRR
T055,2023-08-16,7631.59,TRR
T055,2023-08-16,7891.59,TRR
T055,2023-08-16,10226.3,TRR
T055,2023-08-16,15675.0,TRR
T055,2023-08-16,24143.39,TRR
T055,2023-08-16,100333.11,TRR
T055,2023-08-17,1043.78,TRR
T055,2023-08-17,2686.86,TRR
T055,2023-08-17,3421.09,TRR
T055,2023-08-17,3442.23,TRR
T055,2023-08-17,9285.6,TRR
T055,2023-08-17,10968.17,TRR
T055,2023-08-17,15955.67,TRR
T055,2023-08-17,27172.49,TRR
T055,2023-08-17,51846.87,TRR
T055,2023-08-17,52119.74,TRR
T055,2023-08-17,81929.45,TRR
T055,2023-08-18,7447.79,TRR
T055,2023-08-18,9690.0,TRR
T055,2023-08-18,11044.8,TRR
T055,2023-08-18,11786.04,TRR
T055,2023-08-18,13083.84,TRR
T055,2023-08-18,13485.87,TRR
T055,2023-08-18,33344.57,TRR
T055,2023-08-18,33805.77,TRR
T055,2023-08-18,38336.67,TRR
T055,2023-08-21,-943.68,TRP
T055,2023-08-21,-7101.25,TRP
T055,2023-08-21,-3953.16,TRP
T055,2023-08-21,-18775.58,TRP
T055,2023-08-21,-3116.92,TRP
T055,2023-08-21,-267.49,TRP
T055,2023-08-21,-1187.06,TRP
T055,2023-08-21,-1655.62,TRP
T055,2023-08-21,-194.58,TRP
T055,2023-08-21,-178.72,TRP
T055,2023-08-21,-300.0,TRP
T055,2023-08-21,7074.53,TRR
T055,2023-08-21,8892.26,TRR
T055,2023-08-21,9941.0,TRR
T055,2023-08-21,21607.04,TRR
T055,2023-08-22,326.04,TRR
T055,2023-08-22,1406.38,TRR
T055,2023-08-22,1522.0,TRR
T055,2023-08-22,2311.4,TRR
T055,2023-08-22,3429.0,TRR
T055,2023-08-22,6117.54,TRR
T055,2023-08-22,9527.9,TRR
T055,2023-08-22,11296.46,TRR
T055,2023-08-22,16221.14,TRR
T055,2023-08-22,20755.4,TRR
T055,2023-08-22,25113.77,TRR
T055,2023-08-22,39890.1,TRR
T055,2023-08-22,194156.91,TRR
T055,2023-08-22,815149.85,TRR
T055,2023-08-23,2888.07,TRR
T055,2023-08-23,3359.66,TRR
T055,2023-08-23,3373.92,TRR
T055,2023-08-23,3434.4,TRR
T055,2023-08-23,3950.4,TRR
T055,2023-08-23,5113.15,TRR
T055,2023-08-23,6562.32,TRR
T055,2023-08-23,7128.96,TRR
T055,2023-08-23,8540.23,TRR
T055,2023-08-23,10032.26,TRR
T055,2023-08-23,12476.4,TRR
T055,2023-08-23,13597.2,TRR
T055,2023-08-23,13775.41,TRR
T055,2023-08-23,15992.28,TRR
T055,2023-08-23,20880.74,TRR
T055,2023-08-23,21560.64,TRR
T055,2023-08-23,24695.19,TRR
T055,2023-08-23,31120.2,TRR
T055,2023-08-23,37999.75,TRR
T055,2023-08-24,2454.61,TRR
T055,2023-08-24,2595.78,TRR
T055,2023-08-24,2735.96,TRR
T055,2023-08-24,3000.63,TRR
T055,2023-08-24,3872.19,TRR
T055,2023-08-24,6547.43,TRR
T055,2023-08-24,8988.35,TRR
T055,2023-08-24,13566.84,TRR
T055,2023-08-24,30865.78,TRR
T055,2023-08-24,153007.11,TRR
T055,2023-08-25,1690.92,TRR
T055,2023-08-25,2676.48,TRR
T055,2023-08-25,3115.75,TRR
T055,2023-08-25,3811.7,TRR
T055,2023-08-25,6286.5,TRR
T055,2023-08-25,7126.12,TRR
T055,2023-08-25,8843.16,TRR
T055,2023-08-28,14825.44,TRR
T055,2023-08-28,17516.2,TRR
T055,2023-08-28,20554.5,TRR
T055,2023-08-28,353526.47,TRR
T055,2023-08-29,3125.73,TRR
T055,2023-08-29,3929.31,TRR
T055,2023-08-29,6562.32,TRR
T055,2023-08-29,7795.68,TRR
T055,2023-08-29,9052.8,TRR
T055,2023-08-29,9617.04,TRR
T055,2023-08-29,11547.36,TRR
T055,2023-08-29,15301.44,TRR
T055,2023-08-29,30493.92,TRR
T055,2023-08-29,34962.08,TRR
T055,2023-08-29,40449.09,TRR
T055,2023-08-29,79877.67,TRR
T055,2023-08-29,119255.91,TRR
T055,2023-08-29,361820.82,TRR
T055,2023-08-30,-200.0,TRP
T055,2023-08-30,-28.0,TRP
T055,2023-08-30,-833.83,TRP
T055,2023-08-30,-571.7,TRP
T055,2023-08-30,-26.8,TRP
T055,2023-08-30,-126.33,TRP
T055,2023-08-30,-519.91,TRP
T055,2023-08-30,218.79,TRR
T055,2023-08-30,3052.65,TRR
T055,2023-08-30,3451.36,TRR
T055,2023-08-30,4976.74,TRR
T055,2023-08-30,5924.71,TRR
T055,2023-08-30,6171.36,TRR
T055,2023-08-30,8782.22,TRR
T055,2023-08-30,13028.04,TRR
T055,2023-08-30,17514.87,TRR
T055,2023-08-30,18936.64,TRR
T055,2023-08-30,53369.42,TRR
T055,2023-08-31,-30230.64,TRP
T055,2023-08-31,-6330.7,TRP
T055,2023-08-31,-7162.88,TRP
T055,2023-08-31,-64.02,TRP
T055,2023-08-31,-2809.52,TRP
T055,2023-08-31,-8037.52,TRP
T055,2023-08-31,-62592.99,TRP
T055,2023-08-31,-2057.31,TRP
T055,2023-08-31,-3705.87,TRP
T055,2023-08-31,-2448.66,TRP
T055,2023-08-31,-9627.17,TRP
T055,2023-08-31,-1655.64,TRP
T055,2023-08-31,-6163.71,TRP
T055,2023-08-31,-665.5,TRP
T055,2023-08-31,-5591.28,TRP
T055,2023-08-31,-2114.37,TRP
T055,2023-08-31,-754.07,TRP
T055,2023-08-31,-1096.95,TRP
T055,2023-08-31,-1682.54,TRP
T055,2023-08-31,-120.4,TRP
T055,2023-08-31,-83197.36,TRP
T055,2023-08-31,-37909.14,TRP
T055,2023-08-31,-731.42,TRP
T055,2023-08-31,-3436.4,TRP
T055,2023-08-31,-109267.55,TRP
T055,2023-08-31,-500.0,TRP
T055,2023-08-31,412.41,TRR
T055,2023-08-31,1705.3,TRR
T055,2023-08-31,2131.54,TRR
T055,2023-08-31,3840.8,TRR
T055,2023-08-31,4989.9,TRR
T055,2023-08-31,6738.65,TRR
T055,2023-08-31,7503.21,TRR
T055,2023-08-31,7659.72,TRR
T055,2023-08-31,9385.2,TRR
T055,2023-08-31,10989.51,TRR
T055,2023-08-31,16460.93,TRR
T055,2023-08-31,17087.14,TRR
T055,2023-08-31,34905.52,TRR
T055,2023-08-31,38877.95,TRR
T055,2023-08-31,58601.34,TRR
T055,2023-08-31,81757.11,TRR
T055,2023-08-31,95058.94,TRR
T055,2023-08-31,193573.93,TRR
T055,2023-09-01,2473.57,TRR
T055,2023-09-01,2507.97,TRR
T055,2023-09-01,3046.43,TRR
T055,2023-09-01,3442.19,TRR
T055,2023-09-01,5216.79,TRR
T055,2023-09-01,7476.0,TRR
T055,2023-09-01,8732.57,TRR
T055,2023-09-01,9395.04,TRR
T055,2023-09-01,11070.4,TRR
T055,2023-09-01,11936.29,TRR
T055,2023-09-01,12305.6,TRR
T055,2023-09-01,12936.71,TRR
T055,2023-09-01,14839.44,TRR
T055,2023-09-01,15889.3,TRR
T055,2023-09-01,16764.19,TRR
T055,2023-09-01,24368.0,TRR
T055,2023-09-01,33601.96,TRR
T055,2023-09-01,63122.56,TRR
T055,2023-09-01,65166.8,TRR
T055,2023-09-01,75419.35,TRR
T055,2023-09-01,112560.3,TRR
T055,2023-09-01,336570.44,TRR
T055,2023-09-01,372975.75,TRR
T055,2023-09-01,6180.48,TRR
T055,2023-09-04,14971.16,TRR
T055,2023-09-04,20848.96,TRR
T055,2023-09-04,67644.32,TRR
T055,2023-09-04,-235.94,TRP
T055,2023-09-04,-471.88,TRP
T055,2023-09-04,-1098.73,TRP
T055,2023-09-05,4303.73,TRR
T055,2023-09-05,36376.9,TRR
T055,2023-09-05,77065.92,TRR
T055,2023-09-06,-601.37,TRP
T055,2023-09-06,-122.3,TRP
T055,2023-09-06,3290.23,TRR
T055,2023-09-06,5219.68,TRR
T055,2023-09-06,8792.34,TRR
T055,2023-09-06,10790.88,TRR
T055,2023-09-06,18306.1,TRR
T055,2023-09-07,557.2,TRR
T055,2023-09-07,5161.38,TRR
T055,2023-09-07,5889.07,TRR
T055,2023-09-07,9100.77,TRR
T055,2023-09-07,12639.5,TRR
T055,2023-09-07,13649.89,TRR
T055,2023-09-07,15382.37,TRR
T055,2023-09-07,28233.78,TRR
T055,2023-09-07,67821.41,TRR
T055,2023-09-07,253261.15,TRR
T055,2023-09-07,269050.93,TRR
T055,2023-09-08,1218.47,TRR
T055,2023-09-08,2628.45,TRR
T055,2023-09-08,2630.92,TRR
T055,2023-09-08,2705.63,TRR
T055,2023-09-08,2735.96,TRR
T055,2023-09-08,2862.09,TRR
T055,2023-09-08,2930.66,TRR
T055,2023-09-08,2957.4,TRR
T055,2023-09-08,3217.63,TRR
T055,2023-09-08,4223.97,TRR
T055,2023-09-08,4258.09,TRR
T055,2023-09-08,4367.58,TRR
T055,2023-09-08,4966.79,TRR
T055,2023-09-08,5082.42,TRR
T055,2023-09-08,5508.0,TRR
T055,2023-09-08,5551.05,TRR
T055,2023-09-08,6883.21,TRR
T055,2023-09-08,7669.43,TRR
T055,2023-09-08,8553.22,TRR
T055,2023-09-08,8696.0,TRR
T055,2023-09-08,8782.35,TRR
T055,2023-09-08,9473.3,TRR
T055,2023-09-08,12307.3,TRR
T055,2023-09-08,16465.82,TRR
T055,2023-09-08,25653.75,TRR
T055,2023-09-08,27976.36,TRR
T055,2023-09-08,34679.48,TRR
T055,2023-09-08,36036.83,TRR
T055,2023-09-08,53316.6,TRR
T055,2023-09-10,2907.63,TRR
T055,2023-09-10,3239.78,TRR
T055,2023-09-11,-1166.21,TRP
T055,2023-09-11,-31815.26,TRP
T055,2023-09-11,-1621.12,TRP
T055,2023-09-11,-16615.94,TRP
T055,2023-09-11,-88.74,TRP
T055,2023-09-11,-1864.39,TRP
T055,2023-09-11,-11090.54,TRP
T055,2023-09-11,-404.81,TRP
T055,2023-09-11,-1318.46,TRP
T055,2023-09-11,-3844.3,TRP
T055,2023-09-11,-26549.91,TRP
T055,2023-09-11,-2240.2,TRP
T055,2023-09-11,-134.73,TRP
T055,2023-09-11,-378.83,TRP
T055,2023-09-11,-247.99,TRP
T055,2023-09-11,-4468.97,TRP
T055,2023-09-11,2952.36,TRR
T055,2023-09-11,17069.22,TRR
T055,2023-09-11,24921.04,TRR
T055,2023-09-12,3225.8,TRR
T055,2023-09-12,4069.23,TRR
T055,2023-09-12,4220.0,TRR
T055,2023-09-12,7905.6,TRR
T055,2023-09-12,8786.78,TRR
T055,2023-09-12,8976.39,TRR
T055,2023-09-12,9774.86,TRR
T055,2023-09-12,20319.78,TRR
T055,2023-09-12,122325.39,TRR
T055,2023-09-12,350650.3,TRR
T055,2023-09-13,5034.72,TRR
T055,2023-09-13,16048.13,TRR
T055,2023-09-13,16503.55,TRR
T055,2023-09-13,16596.0,TRR
T055,2023-09-13,17005.16,TRR
T055,2023-09-13,30337.5,TRR
T055,2023-09-13,38716.11,TRR
T055,2023-09-13,56610.09,TRR
T055,2023-09-13,304667.56,TRR
T055,2023-09-13,8251.2,TRR
T055,2023-09-13,9860.7,TRR
T055,2023-09-13,10795.2,TRR
T055,2023-09-13,12043.2,TRR
T055,2023-09-13,12105.6,TRR
T055,2023-09-14,2503.12,TRR
T055,2023-09-14,3031.49,TRR
T055,2023-09-14,4885.85,TRR
T055,2023-09-14,13242.97,TRR
T055,2023-09-14,14620.92,TRR
T055,2023-09-14,30206.89,TRR
T055,2023-09-14,43373.18,TRR
T055,2023-09-14,59834.38,TRR
T055,2023-09-14,72358.27,TRR
T055,2023-09-14,749133.79,TRR
T055,2023-09-14,-21.73,TRP
T055,2023-09-15,-20160.0,TRP
T055,2023-09-15,-924.09,TRP
T055,2023-09-15,-363.36,TRP
T055,2023-09-15,-18883.64,TRP
T055,2023-09-15,-16506.66,TRP
T055,2023-09-15,-11500.0,TRP
T055,2023-09-15,-279.6,TRP
T055,2023-09-15,-202.3,TRP
T055,2023-09-15,-304.92,TRP
T055,2023-09-15,-1299.16,TRP
T055,2023-09-15,-7916.3,TRP
T055,2023-09-15,-4850.0,TRP
T055,2023-09-15,-192.0,TRP
T055,2023-09-15,4290.73,TRR
T055,2023-09-15,6988.04,TRR
T055,2023-09-15,21472.2,TRR
T055,2023-09-15,24420.0,TRR
T055,2023-09-15,32081.35,TRR
T055,2023-09-15,55319.09,TRR
T055,2023-09-15,58389.52,TRR
T055,2023-09-15,116499.09,TRR
T055,2023-09-15,-850.94,TRP
T055,2023-09-18,5178.2,TRR
T055,2023-09-18,353308.78,TRR
T055,2023-09-19,2497.73,TRR
T055,2023-09-19,2623.34,TRR
T055,2023-09-19,3110.84,TRR
T055,2023-09-19,3528.87,TRR
T055,2023-09-19,4348.71,TRR
T055,2023-09-19,10189.7,TRR
T055,2023-09-19,13678.45,TRR
T055,2023-09-19,20914.25,TRR
T055,2023-09-19,26996.84,TRR
T055,2023-09-19,39597.85,TRR
T055,2023-09-19,51261.01,TRR
T055,2023-09-19,51603.98,TRR
T055,2023-09-20,922.18,TRR
T055,2023-09-20,1815.38,TRR
T055,2023-09-20,5651.28,TRR
T055,2023-09-20,6658.56,TRR
T055,2023-09-20,9012.96,TRR
T055,2023-09-20,11239.2,TRR
T055,2023-09-20,14394.94,TRR
T055,2023-09-20,31311.99,TRR
T055,2023-09-22,-733.77,TRP
T055,2023-09-21,1867.39,TRR
T055,2023-09-21,12118.84,TRR
T055,2023-09-21,12162.7,TRR
T055,2023-09-21,16821.3,TRR
T055,2023-09-21,21809.94,TRR
T055,2023-09-21,22019.0,TRR
T055,2023-09-21,42838.81,TRR
T055,2023-09-21,87075.75,TRR
T055,2023-09-21,1348817.35,TRR
T055,2023-09-22,3488.4,TRR
T055,2023-09-22,5205.42,TRR
T055,2023-09-22,5900.2,TRR
T055,2023-09-22,6346.2,TRR
T055,2023-09-22,7004.0,TRR
T055,2023-09-22,8379.3,TRR
T055,2023-09-22,12696.65,TRR
T055,2023-09-25,41601.4,TRR
T055,2023-09-25,82420.5,TRR
T055,2023-09-26,1074.03,TRR
T055,2023-09-26,1908.52,TRR
T055,2023-09-26,2133.17,TRR
T055,2023-09-26,2374.57,TRR
T055,2023-09-26,2512.62,TRR
T055,2023-09-26,3013.96,TRR
T055,2023-09-26,3302.64,TRR
T055,2023-09-26,3362.63,TRR
T055,2023-09-26,4220.0,TRR
T055,2023-09-26,5528.95,TRR
T055,2023-09-26,7283.23,TRR
T055,2023-09-26,7365.6,TRR
T055,2023-09-26,28011.4,TRR
T055,2023-09-26,35019.26,TRR
T055,2023-09-26,6386.87,TRR
T055,2023-09-27,1026.2,TRR
T055,2023-09-27,1847.0,TRR
T055,2023-09-27,2487.49,TRR
T055,2023-09-27,3975.29,TRR
T055,2023-09-27,4893.78,TRR
T055,2023-09-27,5150.52,TRR
T055,2023-09-27,5338.28,TRR
T055,2023-09-27,5779.69,TRR
T055,2023-09-27,5945.94,TRR
T055,2023-09-27,6317.65,TRR
T055,2023-09-27,7422.03,TRR
T055,2023-09-27,7611.95,TRR
T055,2023-09-27,9400.29,TRR
T055,2023-09-27,10929.44,TRR
T055,2023-09-27,14208.88,TRR
T055,2023-09-27,15339.9,TRR
T055,2023-09-27,15346.19,TRR
T055,2023-09-27,28956.9,TRR
T055,2023-09-27,36434.34,TRR
T055,2023-09-27,39399.0,TRR
T055,2023-09-27,45595.22,TRR
T055,2023-09-27,77376.93,TRR
T055,2023-09-27,325797.34,TRR
T055,2023-09-28,1173.94,TRR
T055,2023-09-28,1320.46,TRR
T055,2023-09-28,3001.28,TRR
T055,2023-09-28,3840.25,TRR
T055,2023-09-28,4375.46,TRR
T055,2023-09-28,4658.85,TRR
T055,2023-09-28,6185.98,TRR
T055,2023-09-28,6198.15,TRR
T055,2023-09-28,6276.35,TRR
T055,2023-09-28,6311.19,TRR
T055,2023-09-28,7830.11,TRR
T055,2023-09-28,8565.4,TRR
T055,2023-09-28,9303.47,TRR
T055,2023-09-28,16878.75,TRR
T055,2023-09-28,18860.03,TRR
T055,2023-09-28,19838.24,TRR
T055,2023-09-28,37284.22,TRR
T055,2023-09-28,39711.84,TRR
T055,2023-09-28,40432.03,TRR
T055,2023-09-28,41726.85,TRR
T055,2023-09-28,54719.22,TRR
T055,2023-09-28,195094.01,TRR
T055,2023-09-29,601.68,TRR
T055,2023-09-29,1623.41,TRR
T055,2023-09-29,1907.73,TRR
T055,2023-09-29,2482.92,TRR
T055,2023-09-29,2590.13,TRR
T055,2023-09-29,2746.02,TRR
T055,2023-09-29,3124.05,TRR
T055,2023-09-29,3124.58,TRR
T055,2023-09-29,3913.14,TRR
T055,2023-09-29,3937.82,TRR
T055,2023-09-29,4189.25,TRR
T055,2023-09-29,5052.96,TRR
T055,2023-09-29,5146.86,TRR
T055,2023-09-29,5501.58,TRR
T055,2023-09-29,5683.1,TRR
T055,2023-09-29,5760.61,TRR
T055,2023-09-29,5882.96,TRR
T055,2023-09-29,7638.49,TRR
T055,2023-09-29,7676.76,TRR
T055,2023-09-29,9382.24,TRR
T055,2023-09-29,9989.76,TRR
T055,2023-09-29,11084.93,TRR
T055,2023-09-29,11627.62,TRR
T055,2023-09-29,13216.23,TRR
T055,2023-09-29,15558.81,TRR
T055,2023-09-29,47195.42,TRR
T055,2023-09-29,103745.22,TRR
T055,2023-09-29,170990.81,TRR
T055,2023-09-30,2872.58,TRR
T055,2023-09-30,3088.64,TRR
T055,2023-09-30,3622.98,TRR
T055,2023-09-30,3706.56,TRR
T055,2023-09-30,4768.39,TRR
T055,2023-09-30,5831.5,TRR
T055,2023-09-30,8560.02,TRR
T055,2023-09-30,11182.29,TRR
T055,2023-10-02,-6165.08,TRP
T055,2023-10-02,-26502.74,TRP
T055,2023-10-02,-40.4,TRP
T055,2023-10-02,-2841.47,TRP
T055,2023-10-02,-17460.38,TRP
T055,2023-10-02,-101297.08,TRP
T055,2023-10-02,-1737.8,TRP
T055,2023-10-02,-79.45,TRP
T055,2023-10-02,-2575.89,TRP
T055,2023-10-02,-3912.12,TRP
T055,2023-10-02,-242.0,TRP
T055,2023-10-02,-25770.52,TRP
T055,2023-10-02,-10427.66,TRP
T055,2023-10-02,-6467.14,TRP
T055,2023-10-02,-11046.71,TRP
T055,2023-10-02,-10550.9,TRP
T055,2023-10-02,-500.0,TRP
T055,2023-10-02,-421.65,TRP
T055,2023-10-02,-735.68,TRP
T055,2023-10-02,-1096.95,TRP
T055,2023-10-02,-316.77,TRP
T055,2023-10-02,-170.0,TRP
T055,2023-10-02,-572.95,TRP
T055,2023-10-02,-1258.34,TRP
T055,2023-10-02,-301.84,TRP
T055,2023-10-02,-550.0,TRP
T055,2023-10-02,-475.3,TRP
T055,2023-10-02,-899.45,TRP
T055,2023-10-02,-2208.25,TRP
T055,2023-10-02,-303.64,TRP
T055,2023-10-02,-3534.3,TRP
T055,2023-10-02,1416.8,TRR
T055,2023-10-02,2614.11,TRR
T055,2023-10-02,60999.72,TRR
T055,2023-10-02,110759.09,TRR
T055,2023-10-03,1285.51,TRR
T055,2023-10-03,2420.83,TRR
T055,2023-10-03,2505.61,TRR
T055,2023-10-03,2618.25,TRR
T055,2023-10-03,2692.8,TRR
T055,2023-10-03,2885.85,TRR
T055,2023-10-03,2938.32,TRR
T055,2023-10-03,3284.89,TRR
T055,2023-10-03,4938.12,TRR
T055,2023-10-03,6248.11,TRR
T055,2023-10-03,7269.12,TRR
T055,2023-10-03,7680.19,TRR
T055,2023-10-03,7938.54,TRR
T055,2023-10-03,9086.28,TRR
T055,2023-10-03,10039.87,TRR
T055,2023-10-03,10629.59,TRR
T055,2023-10-03,10764.06,TRR
T055,2023-10-03,12801.56,TRR
T055,2023-10-03,14696.0,TRR
T055,2023-10-03,16571.98,TRR
T055,2023-10-03,17824.59,TRR
T055,2023-10-03,24215.72,TRR
T055,2023-10-03,28714.59,TRR
T055,2023-10-03,30811.08,TRR
T055,2023-10-03,44042.21,TRR
T055,2023-10-03,65617.82,TRR
T055,2023-10-03,69343.4,TRR
T055,2023-10-03,79587.66,TRR
T055,2023-10-03,83605.6,TRR
T055,2023-10-03,304308.55,TRR
T055,2023-10-03,-11.33,TRP
T055,2023-10-03,-11.47,TRP
T055,2023-10-03,-11.47,TRP
T055,2023-10-03,-22.6,TRP
T055,2023-10-03,-22.7,TRP
T055,2023-10-03,-22.89,TRP
T055,2023-10-03,-22.89,TRP
T055,2023-10-03,-134.62,TRP
T055,2023-10-03,-245.99,TRP
T055,2023-10-03,-514.49,TRP
T055,2023-10-04,-14.04,TRP
T055,2023-10-04,-450.2,TRP
T055,2023-10-04,-19.0,TRP
T055,2023-10-04,6394.85,TRR
T055,2023-10-04,7909.6,TRR
T055,2023-10-04,22692.31,TRR
T055,2023-10-04,247546.49,TRR
T055,2023-10-04,474427.92,TRR
T055,2023-10-05,5697.31,TRR
T055,2023-10-05,9330.22,TRR
T055,2023-10-05,11851.12,TRR
T055,2023-10-05,13981.79,TRR
T055,2023-10-05,18297.84,TRR
T055,2023-10-05,46172.91,TRR
T055,2023-10-05,95183.2,TRR
T055,2023-10-05,100755.0,TRR
T055,2023-10-06,1100.75,TRR
T055,2023-10-06,2759.92,TRR
T055,2023-10-06,4248.33,TRR
T055,2023-10-06,5665.0,TRR
T055,2023-10-06,6285.35,TRR
T055,2023-10-06,7986.4,TRR
T055,2023-10-06,13729.7,TRR
T055,2023-10-06,16995.0,TRR
T055,2023-10-06,48457.58,TRR
T055,2023-10-06,50732.77,TRR
T055,2023-10-06,63455.79,TRR
T055,2023-10-06,81169.11,TRR
T055,2023-10-07,732.6,TRR
T055,2023-10-07,1488.3,TRR
T055,2023-10-07,1518.0,TRR
T055,2023-10-09,906.87,TRR
T055,2023-10-09,1795.2,TRR
T055,2023-10-09,2788.78,TRR
T055,2023-10-09,2905.13,TRR
T055,2023-10-09,3358.83,TRR
T055,2023-10-09,12672.9,TRR
T055,2023-10-10,-17189.63,TRP
T055,2023-10-10,-30230.64,TRP
T055,2023-10-10,-9603.07,TRP
T055,2023-10-10,-7443.1,TRP
T055,2023-10-10,-35305.59,TRP
T055,2023-10-10,-442.84,TRP
T055,2023-10-10,-484.0,TRP
T055,2023-10-10,-2507.29,TRP
T055,2023-10-10,-867.15,TRP
T055,2023-10-10,-44.77,TRP
T055,2023-10-10,-5549.12,TRP
T055,2023-10-10,-294.8,TRP
T055,2023-10-10,-671.19,TRP
T055,2023-10-10,-2147.76,TRP
T055,2023-10-10,-247.99,TRP
T055,2023-10-10,-670.73,TRP
T055,2023-10-10,686.42,TRR
T055,2023-10-10,1185.0,TRR
T055,2023-10-10,1242.33,TRR
T055,2023-10-10,1545.04,TRR
T055,2023-10-10,1697.85,TRR
T055,2023-10-10,2215.09,TRR
T055,2023-10-10,2837.83,TRR
T055,2023-10-10,5287.0,TRR
T055,2023-10-10,6982.59,TRR
T055,2023-10-10,7823.09,TRR
T055,2023-10-10,8152.11,TRR
T055,2023-10-10,9576.24,TRR
T055,2023-10-10,9658.8,TRR
T055,2023-10-10,12346.65,TRR
T055,2023-10-10,19393.67,TRR
T055,2023-10-10,21618.93,TRR
T055,2023-10-10,25324.52,TRR
T055,2023-10-10,38321.95,TRR
T055,2023-10-10,38956.45,TRR
T055,2023-10-10,41725.1,TRR
T055,2023-10-10,143947.55,TRR
T055,2023-10-11,-471.5,TRP
T055,2023-10-11,-794.43,TRP
T055,2023-10-11,725.87,TRR
T055,2023-10-11,2713.67,TRR
T055,2023-10-11,2794.03,TRR
T055,2023-10-11,3519.15,TRR
T055,2023-10-11,3740.0,TRR
T055,2023-10-11,4199.07,TRR
T055,2023-10-11,35824.28,TRR
T055,2023-10-11,130718.15,TRR
T055,2023-10-12,2634.51,TRR
T055,2023-10-12,2827.92,TRR
T055,2023-10-12,2882.46,TRR
T055,2023-10-12,2907.55,TRR
T055,2023-10-12,3385.8,TRR
T055,2023-10-12,4050.53,TRR
T055,2023-10-12,4194.4,TRR
T055,2023-10-12,4953.17,TRR
T055,2023-10-12,5540.83,TRR
T055,2023-10-12,6621.63,TRR
T055,2023-10-12,7693.96,TRR
T055,2023-10-12,8839.75,TRR
T055,2023-10-12,9362.5,TRR
T055,2023-10-12,17060.67,TRR
T055,2023-10-12,19136.78,TRR
T055,2023-10-12,29328.46,TRR
T055,2023-10-12,121299.16,TRR
T055,2023-10-12,470583.34,TRR
T055,2023-10-13,1721.49,TRR
T055,2023-10-13,3848.02,TRR
T055,2023-10-13,4493.62,TRR
T055,2023-10-13,4789.53,TRR
