Entity,Value Date,Amount Functional Currency,Liquidity Group
T055,2023-10-13,5073.53,TRR
T055,2023-10-13,5170.6,TRR
T055,2023-10-13,5356.26,TRR
T055,2023-10-13,5618.29,TRR
T055,2023-10-13,5633.26,TRR
T055,2023-10-13,7095.28,TRR
T055,2023-10-13,24997.9,TRR
T055,2023-10-13,28023.77,TRR
T055,2023-10-13,35528.48,TRR
T055,2023-10-13,46462.79,TRR
T055,2023-10-13,70318.79,TRR
T055,2023-10-13,97571.85,TRR
T055,2023-10-16,-5465.88,TRP
T055,2023-10-16,-9276.13,TRP
T055,2023-10-16,-41300.38,TRP
T055,2023-10-16,-222.28,TRP
T055,2023-10-16,-4681.48,TRP
T055,2023-10-16,-350.55,TRP
T055,2023-10-16,-1053.8,TRP
T055,2023-10-16,896.0,TRR
T055,2023-10-16,2972.76,TRR
T055,2023-10-16,3148.3,TRR
T055,2023-10-16,5039.02,TRR
T055,2023-10-16,14321.04,TRR
T055,2023-10-16,14960.19,TRR
T055,2023-10-16,197936.69,TRR
T055,2023-10-16,247334.69,TRR
T055,2023-10-17,506.02,TRR
T055,2023-10-17,1012.04,TRR
T055,2023-10-17,1012.04,TRR
T055,2023-10-17,1518.07,TRR
T055,2023-10-17,2260.76,TRR
T055,2023-10-17,2301.72,TRR
T055,2023-10-17,2923.96,TRR
T055,2023-10-17,3324.37,TRR
T055,2023-10-17,4058.41,TRR
T055,2023-10-17,4076.5,TRR
T055,2023-10-17,4935.35,TRR
T055,2023-10-17,6380.93,TRR
T055,2023-10-17,8864.25,TRR
T055,2023-10-17,20591.42,TRR
T055,2023-10-17,31781.56,TRR
T055,2023-10-17,55497.16,TRR
T055,2023-10-18,1389.44,TRR
T055,2023-10-18,2666.66,TRR
T055,2023-10-18,3195.72,TRR
T055,2023-10-18,5077.04,TRR
T055,2023-10-18,6174.35,TRR
T055,2023-10-18,11403.28,TRR
T055,2023-10-18,25595.95,TRR
T055,2023-10-19,2825.64,TRR
T055,2023-10-19,2838.46,TRR
T055,2023-10-19,3066.66,TRR
T055,2023-10-19,4401.04,TRR
T055,2023-10-19,5070.78,TRR
T055,2023-10-19,5399.99,TRR
T055,2023-10-19,20182.65,TRR
T055,2023-10-19,20289.1,TRR
T055,2023-10-19,20584.39,TRR
T055,2023-10-19,30585.75,TRR
T055,2023-10-19,33975.65,TRR
T055,2023-10-19,36270.94,TRR
T055,2023-10-19,44390.41,TRR
T055,2023-10-19,52617.68,TRR
T055,2023-10-19,56039.66,TRR
T055,2023-10-19,63096.34,TRR
T055,2023-10-19,248395.7,TRR
T055,2023-10-20,-32.86,TRP
T055,2023-10-20,-6545.72,TRP
T055,2023-10-20,-614.81,TRP
T055,2023-10-20,-7231.1,TRP
T055,2023-10-20,-3192.63,TRP
T055,2023-10-20,-5206.14,TRP
T055,2023-10-20,-8453.01,TRP
T055,2023-10-20,-3811.5,TRP
T055,2023-10-20,-2138.97,TRP
T055,2023-10-20,1301.26,TRR
T055,2023-10-20,2321.14,TRR
T055,2023-10-20,3463.14,TRR
T055,2023-10-20,4936.62,TRR
T055,2023-10-20,5082.42,TRR
T055,2023-10-20,5631.65,TRR
T055,2023-10-20,16968.38,TRR
T055,2023-10-20,17968.86,TRR
T055,2023-10-20,19083.84,TRR
T055,2023-10-23,2849.26,TRR
T055,2023-10-23,26408.79,TRR
T055,2023-10-23,65529.0,TRR
T055,2023-10-23,844547.72,TRR
T055,2023-10-24,-1533.28,TRP
T055,2023-10-24,1905.75,TRR
T055,2023-10-24,2469.99,TRR
T055,2023-10-24,2577.35,TRR
T055,2023-10-24,2582.24,TRR
T055,2023-10-24,3093.55,TRR
T055,2023-10-24,4722.03,TRR
T055,2023-10-24,5601.62,TRR
T055,2023-10-24,6149.7,TRR
T055,2023-10-24,8088.46,TRR
T055,2023-10-24,9793.04,TRR
T055,2023-10-24,10319.17,TRR
T055,2023-10-24,10345.28,TRR
T055,2023-10-24,11031.24,TRR
T055,2023-10-24,11078.32,TRR
T055,2023-10-24,11763.4,TRR
T055,2023-10-24,13645.2,TRR
T055,2023-10-24,13739.93,TRR
T055,2023-10-24,14780.8,TRR
T055,2023-10-24,15386.64,TRR
T055,2023-10-24,18958.8,TRR
T055,2023-10-24,35414.59,TRR
T055,2023-10-24,38285.36,TRR
T055,2023-10-24,39291.58,TRR
T055,2023-10-24,39894.62,TRR
T055,2023-10-24,45253.37,TRR
T055,2023-10-24,119766.6,TRR
T055,2023-10-25,856.68,TRR
T055,2023-10-25,2822.89,TRR
T055,2023-10-25,3531.76,TRR
T055,2023-10-25,4621.5,TRR
T055,2023-10-25,4944.42,TRR
T055,2023-10-25,5899.96,TRR
T055,2023-10-25,7255.64,TRR
T055,2023-10-25,7371.0,TRR
T055,2023-10-25,8451.18,TRR
T055,2023-10-25,13619.2,TRR
T055,2023-10-25,20120.22,TRR
T055,2023-10-25,20991.44,TRR
T055,2023-10-25,29641.11,TRR
T055,2023-10-25,66421.61,TRR
T055,2023-10-26,908.11,TRR
T055,2023-10-26,1835.6,TRR
T055,2023-10-26,1918.38,TRR
T055,2023-10-26,7062.53,TRR
T055,2023-10-26,7473.87,TRR
T055,2023-10-26,8886.26,TRR
T055,2023-10-26,9851.47,TRR
T055,2023-10-26,16280.62,TRR
T055,2023-10-26,22283.32,TRR
T055,2023-10-26,29719.06,TRR
T055,2023-10-26,39761.75,TRR
T055,2023-10-26,47400.04,TRR
T055,2023-10-26,48624.8,TRR
T055,2023-10-26,50887.37,TRR
T055,2023-10-26,57628.96,TRR
T055,2023-10-26,-54.45,TRP
T055,2023-10-26,-54.45,TRP
T055,2023-10-27,2582.24,TRR
T055,2023-10-27,2770.42,TRR
T055,2023-10-27,5762.75,TRR
T055,2023-10-27,6616.5,TRR
T055,2023-10-27,6671.41,TRR
T055,2023-10-27,9179.76,TRR
T055,2023-10-27,10519.9,TRR
T055,2023-10-27,18033.99,TRR
T055,2023-10-27,21490.0,TRR
T055,2023-10-27,53782.25,TRR
T055,2023-10-29,6503.94,TRR
T055,2023-10-30,2032.57,TRR
T055,2023-10-30,2386.63,TRR
T055,2023-10-30,3095.73,TRR
T055,2023-10-30,4410.09,TRR
T055,2023-10-30,5039.08,TRR
T055,2023-10-30,5046.62,TRR
T055,2023-10-30,6243.24,TRR
T055,2023-10-30,7646.91,TRR
T055,2023-10-30,11278.0,TRR
T055,2023-10-30,13467.64,TRR
T055,2023-10-30,20492.24,TRR
T055,2023-10-30,27052.1,TRR
T055,2023-10-30,38563.0,TRR
T055,2023-10-30,41684.34,TRR
T055,2023-10-30,106144.28,TRR
T055,2023-10-30,172059.29,TRR
T055,2023-10-31,-20801.06,TRP
T055,2023-10-31,-6165.08,TRP
T055,2023-10-31,-12046.59,TRP
T055,2023-10-31,-175.57,TRP
T055,2023-10-31,-1703.87,TRP
T055,2023-10-31,-1040.35,TRP
T055,2023-10-31,-11945.71,TRP
T055,2023-10-31,-179942.42,TRP
T055,2023-10-31,-1316.0,TRP
T055,2023-10-31,-25.04,TRP
T055,2023-10-31,-2506.38,TRP
T055,2023-10-31,-3331.28,TRP
T055,2023-10-31,-8321.39,TRP
T055,2023-10-31,-875.63,TRP
T055,2023-10-31,-36141.16,TRP
T055,2023-10-31,-1735.38,TRP
T055,2023-10-31,-735.68,TRP
T055,2023-10-31,-836.18,TRP
T055,2023-10-31,-1079.51,TRP
T055,2023-10-31,-759.28,TRP
T055,2023-10-31,-60.72,TRP
T055,2023-10-31,-708.41,TRP
T055,2023-10-31,-174.0,TRP
T055,2023-10-31,-2049.14,TRP
T055,2023-10-31,-1119.25,TRP
T055,2023-10-31,-8224.36,TRP
T055,2023-10-31,-553.84,TRP
T055,2023-10-31,-168.42,TRP
T055,2023-10-31,-541.96,TRP
T055,2023-10-31,-178.72,TRP
T055,2023-10-31,-765.24,TRP
T055,2023-10-31,887.73,TRR
T055,2023-10-31,1203.34,TRR
T055,2023-10-31,1392.24,TRR
T055,2023-10-31,1469.85,TRR
T055,2023-10-31,1634.79,TRR
T055,2023-10-31,1678.45,TRR
T055,2023-10-31,2578.9,TRR
T055,2023-10-31,2929.82,TRR
T055,2023-10-31,3213.86,TRR
T055,2023-10-31,4466.25,TRR
T055,2023-10-31,8833.24,TRR
T055,2023-10-31,9057.33,TRR
T055,2023-10-31,12224.8,TRR
T055,2023-10-31,15528.22,TRR
T055,2023-10-31,18676.55,TRR
T055,2023-10-31,22978.49,TRR
T055,2023-10-31,26679.8,TRR
T055,2023-10-31,33411.7,TRR
T055,2023-10-31,35488.43,TRR
T055,2023-10-31,111548.9,TRR
T055,2023-10-31,229144.63,TRR
T055,2023-11-01,945.38,TRR
T055,2023-11-01,5012.3,TRR
T055,2023-11-01,10165.18,TRR
T055,2023-11-01,11244.71,TRR
T055,2023-11-01,12364.8,TRR
T055,2023-11-01,15008.48,TRR
T055,2023-11-01,33905.6,TRR
T055,2023-11-01,40722.34,TRR
T055,2023-11-01,42132.29,TRR
T055,2023-11-01,262027.46,TRR
T055,2023-11-02,1285.63,TRR
T055,2023-11-02,1326.4,TRR
T055,2023-11-02,1467.78,TRR
T055,2023-11-02,1994.85,TRR
T055,2023-11-02,2376.63,TRR
T055,2023-11-02,2933.28,TRR
T055,2023-11-02,2938.67,TRR
T055,2023-11-02,3696.75,TRR
T055,2023-11-02,4813.67,TRR
T055,2023-11-02,5459.08,TRR
T055,2023-11-02,5951.17,TRR
T055,2023-11-02,6603.59,TRR
T055,2023-11-02,13573.3,TRR
T055,2023-11-02,13941.14,TRR
T055,2023-11-02,21216.0,TRR
T055,2023-11-02,25102.66,TRR
T055,2023-11-02,33739.35,TRR
T055,2023-11-02,67990.46,TRR
T055,2023-11-02,69724.5,TRR
T055,2023-11-02,72559.6,TRR
T055,2023-11-02,77266.7,TRR
T055,2023-11-02,115856.05,TRR
T055,2023-11-02,302681.8,TRR
T055,2023-11-03,1920.18,TRR
T055,2023-11-03,5989.64,TRR
T055,2023-11-03,6957.52,TRR
T055,2023-11-03,7689.79,TRR
T055,2023-11-03,28797.72,TRR
T055,2023-11-03,40612.72,TRR
T055,2023-11-03,46556.59,TRR
T055,2023-11-03,47570.64,TRR
T055,2023-11-03,174754.64,TRR
T055,2023-11-03,237180.0,TRR
T055,2023-11-03,-238.83,TRP
T055,2023-11-03,-658.68,TRP
T055,2023-11-03,-752.78,TRP
T055,2023-11-04,4636.82,TRR
T055,2023-11-06,652.6,TRR
T055,2023-11-06,1297.73,TRR
T055,2023-11-06,2026.34,TRR
T055,2023-11-06,3232.73,TRR
T055,2023-11-06,3530.38,TRR
T055,2023-11-06,3659.19,TRR
T055,2023-11-06,4025.6,TRR
T055,2023-11-06,4832.49,TRR
T055,2023-11-06,5005.44,TRR
T055,2023-11-06,5527.76,TRR
T055,2023-11-06,5566.04,TRR
T055,2023-11-06,6215.79,TRR
T055,2023-11-06,7034.84,TRR
T055,2023-11-06,8403.45,TRR
T055,2023-11-06,9367.65,TRR
T055,2023-11-06,22437.76,TRR
T055,2023-11-06,26881.35,TRR
T055,2023-11-06,34472.9,TRR
T055,2023-11-06,36598.2,TRR
T055,2023-11-06,37822.48,TRR
T055,2023-11-06,38122.56,TRR
T055,2023-11-06,43154.65,TRR
T055,2023-11-06,55065.6,TRR
T055,2023-11-07,608.87,TRR
T055,2023-11-07,1384.87,TRR
T055,2023-11-07,1518.07,TRR
T055,2023-11-07,2015.86,TRR
T055,2023-11-07,2574.88,TRR
T055,2023-11-07,3077.42,TRR
T055,2023-11-07,3923.3,TRR
T055,2023-11-07,4913.57,TRR
T055,2023-11-07,5579.69,TRR
T055,2023-11-07,5809.44,TRR
T055,2023-11-07,7716.65,TRR
T055,2023-11-07,8029.56,TRR
T055,2023-11-07,8608.84,TRR
T055,2023-11-07,10939.01,TRR
T055,2023-11-07,11063.41,TRR
T055,2023-11-07,11665.78,TRR
T055,2023-11-07,53376.24,TRR
T055,2023-11-07,76669.67,TRR
T055,2023-11-07,142979.54,TRR
T055,2023-11-07,335707.31,TRR
T055,2023-11-08,2855.64,TRR
T055,2023-11-08,3344.96,TRR
T055,2023-11-08,6422.5,TRR
T055,2023-11-08,6765.47,TRR
T055,2023-11-08,6929.98,TRR
T055,2023-11-08,9410.78,TRR
T055,2023-11-08,26782.14,TRR
T055,2023-11-08,363424.37,TRR
T055,2023-11-08,602390.88,TRR
T055,2023-11-09,1285.76,TRR
T055,2023-11-09,2982.77,TRR
T055,2023-11-09,5478.4,TRR
T055,2023-11-09,7740.73,TRR
T055,2023-11-09,8679.4,TRR
T055,2023-11-09,14599.28,TRR
T055,2023-11-09,19481.93,TRR
T055,2023-11-09,20907.2,TRR
T055,2023-11-09,31609.36,TRR
T055,2023-11-09,35827.13,TRR
T055,2023-11-09,35880.0,TRR
T055,2023-11-09,54282.46,TRR
T055,2023-11-10,-514.25,TRP
T055,2023-11-10,-10766.07,TRP
T055,2023-11-10,-59.87,TRP
T055,2023-11-10,-13.38,TRP
T055,2023-11-10,-2970.13,TRP
T055,2023-11-10,-7293.58,TRP
T055,2023-11-10,-59154.15,TRP
T055,2023-11-10,-728.64,TRP
T055,2023-11-10,-2324.14,TRP
T055,2023-11-10,-1676.14,TRP
T055,2023-11-10,-242.0,TRP
T055,2023-11-10,-175.2,TRP
T055,2023-11-10,-3307.42,TRP
T055,2023-11-10,-5459.64,TRP
T055,2023-11-10,-240.2,TRP
T055,2023-11-10,-3001.56,TRP
T055,2023-11-10,-1017.49,TRP
T055,2023-11-10,-4463.69,TRP
T055,2023-11-10,-2244.4,TRP
T055,2023-11-10,-247.99,TRP
T055,2023-11-10,-1856.4,TRP
T055,2023-11-10,-500.0,TRP
T055,2023-11-10,1545.5,TRR
T055,2023-11-10,1556.5,TRR
T055,2023-11-10,2827.92,TRR
T055,2023-11-10,3374.11,TRR
T055,2023-11-10,3881.2,TRR
T055,2023-11-10,12804.66,TRR
T055,2023-11-10,32538.0,TRR
T055,2023-11-10,107236.4,TRR
T055,2023-11-10,155623.62,TRR
T055,2023-11-10,272163.15,TRR
T055,2023-11-13,1707.31,TRR
T055,2023-11-13,2050.83,TRR
T055,2023-11-13,3181.62,TRR
T055,2023-11-13,3427.33,TRR
T055,2023-11-13,3698.0,TRR
T055,2023-11-13,4506.4,TRR
T055,2023-11-13,6015.06,TRR
T055,2023-11-13,6103.12,TRR
T055,2023-11-13,8058.36,TRR
T055,2023-11-13,8199.2,TRR
T055,2023-11-13,9607.28,TRR
T055,2023-11-13,13976.47,TRR
T055,2023-11-13,14366.7,TRR
T055,2023-11-13,16447.54,TRR
T055,2023-11-13,311898.85,TRR
T055,2023-11-13,-37.27,TRP
T055,2023-11-14,1547.35,TRR
T055,2023-11-14,2309.16,TRR
T055,2023-11-14,7315.8,TRR
T055,2023-11-14,11127.0,TRR
T055,2023-11-14,11419.98,TRR
T055,2023-11-14,14116.55,TRR
T055,2023-11-14,14204.19,TRR
T055,2023-11-14,27614.21,TRR
T055,2023-11-14,50681.28,TRR
T055,2023-11-15,-1503.36,TRP
T055,2023-11-15,-6803.03,TRP
T055,2023-11-15,-7624.35,TRP
T055,2023-11-15,-3116.92,TRP
T055,2023-11-15,-3352.28,TRP
T055,2023-11-15,-484.0,TRP
T055,2023-11-15,-2772.41,TRP
T055,2023-11-15,-6633.79,TRP
T055,2023-11-15,-2260.28,TRP
T055,2023-11-15,-1446.64,TRP
T055,2023-11-15,-6356.9,TRP
T055,2023-11-15,-57560.25,TRP
T055,2023-11-15,-1280.18,TRP
T055,2023-11-15,-352.26,TRP
T055,2023-11-15,-134.73,TRP
T055,2023-11-15,-836.92,TRP
T055,2023-11-15,1161.27,TRR
T055,2023-11-15,5214.84,TRR
T055,2023-11-15,5636.29,TRR
T055,2023-11-15,8467.2,TRR
T055,2023-11-15,10984.43,TRR
T055,2023-11-15,11570.63,TRR
T055,2023-11-15,23810.4,TRR
T055,2023-11-15,27264.48,TRR
T055,2023-11-15,132018.17,TRR
T055,2023-11-15,134110.6,TRR
T055,2023-11-15,135996.66,TRR
T055,2023-11-16,-8244.03,TRP
T055,2023-11-16,2371.96,TRR
T055,2023-11-16,2440.47,TRR
T055,2023-11-16,2525.85,TRR
T055,2023-11-16,2780.91,TRR
T055,2023-11-16,2961.03,TRR
T055,2023-11-16,3045.81,TRR
T055,2023-11-16,3084.05,TRR
T055,2023-11-16,3215.79,TRR
T055,2023-11-16,3298.36,TRR
T055,2023-11-16,3505.0,TRR
T055,2023-11-16,3550.71,TRR
T055,2023-11-16,3571.92,TRR
T055,2023-11-16,4963.66,TRR
T055,2023-11-16,5661.06,TRR
T055,2023-11-16,6276.44,TRR
T055,2023-11-16,11395.08,TRR
T055,2023-11-16,17722.13,TRR
T055,2023-11-16,38662.14,TRR
T055,2023-11-16,43360.58,TRR
T055,2023-11-16,289472.81,TRR
T055,2023-11-17,2513.97,TRR
T055,2023-11-17,2513.97,TRR
T055,2023-11-17,2638.96,TRR
T055,2023-11-17,2700.07,TRR
T055,2023-11-17,3106.42,TRR
T055,2023-11-17,3322.8,TRR
T055,2023-11-17,3541.92,TRR
T055,2023-11-17,3744.8,TRR
T055,2023-11-17,4527.27,TRR
T055,2023-11-17,4704.48,TRR
T055,2023-11-17,5030.6,TRR
T055,2023-11-17,5054.7,TRR
T055,2023-11-17,5150.57,TRR
T055,2023-11-17,5670.82,TRR
T055,2023-11-17,6241.45,TRR
T055,2023-11-17,8177.39,TRR
T055,2023-11-17,9093.78,TRR
T055,2023-11-17,9099.6,TRR
T055,2023-11-17,11274.06,TRR
T055,2023-11-17,12145.76,TRR
T055,2023-11-17,16721.2,TRR
T055,2023-11-17,30864.58,TRR
T055,2023-11-17,54730.13,TRR
T055,2023-11-20,-30230.64,TRP
T055,2023-11-20,-8106.06,TRP
T055,2023-11-20,-3827.46,TRP
T055,2023-11-20,-43207.19,TRP
T055,2023-11-20,-442.13,TRP
T055,2023-11-20,-3782.6,TRP
T055,2023-11-20,55.92,TRR
T055,2023-11-20,3093.98,TRR
T055,2023-11-20,10357.87,TRR
T055,2023-11-20,16379.16,TRR
T055,2023-11-20,21768.16,TRR
T055,2023-11-20,52613.78,TRR
T055,2023-11-21,1182.82,TRR
T055,2023-11-21,2477.69,TRR
T055,2023-11-21,2956.0,TRR
T055,2023-11-21,3281.7,TRR
T055,2023-11-21,3411.6,TRR
T055,2023-11-21,3501.45,TRR
T055,2023-11-21,4622.86,TRR
T055,2023-11-21,4725.67,TRR
T055,2023-11-21,8718.75,TRR
T055,2023-11-21,9300.18,TRR
T055,2023-11-21,10655.83,TRR
T055,2023-11-21,11337.84,TRR
T055,2023-11-21,16019.04,TRR
T055,2023-11-21,18612.0,TRR
T055,2023-11-21,27341.16,TRR
T055,2023-11-21,32522.04,TRR
T055,2023-11-21,279640.97,TRR
T055,2023-11-21,2644.28,TRR
T055,2023-11-22,2406.18,TRR
T055,2023-11-22,2695.27,TRR
T055,2023-11-22,2790.16,TRR
T055,2023-11-22,3433.2,TRR
T055,2023-11-22,3439.36,TRR
T055,2023-11-22,4722.14,TRR
T055,2023-11-22,4839.59,TRR
T055,2023-11-22,5200.83,TRR
T055,2023-11-22,18596.52,TRR
T055,2023-11-22,22707.83,TRR
T055,2023-11-22,258812.93,TRR
T055,2023-11-23,924.6,TRR
T055,2023-11-23,4955.55,TRR
T055,2023-11-23,22921.04,TRR
T055,2023-11-23,32122.13,TRR
T055,2023-11-23,46398.84,TRR
T055,2023-11-23,81202.74,TRR
T055,2023-11-23,239865.07,TRR
T055,2023-11-24,168.48,TRR
T055,2023-11-24,5366.15,TRR
T055,2023-11-24,5563.56,TRR
T055,2023-11-24,6037.25,TRR
T055,2023-11-24,6287.58,TRR
T055,2023-11-24,10444.89,TRR
T055,2023-11-24,16426.48,TRR
T055,2023-11-24,19645.8,TRR
T055,2023-11-24,20169.19,TRR
T055,2023-11-24,25945.79,TRR
T055,2023-11-25,9179.04,TRR
T055,2023-11-27,900.98,TRR
T055,2023-11-27,4283.56,TRR
T055,2023-11-27,5046.62,TRR
T055,2023-11-27,5056.18,TRR
T055,2023-11-27,8930.69,TRR
T055,2023-11-27,11532.29,TRR
T055,2023-11-27,12032.36,TRR
T055,2023-11-27,15101.32,TRR
T055,2023-11-27,32925.81,TRR
T055,2023-11-27,157090.63,TRR
T055,2023-11-28,2130.56,TRR
T055,2023-11-28,2442.41,TRR
T055,2023-11-28,2948.14,TRR
T055,2023-11-28,3084.05,TRR
T055,2023-11-28,3633.33,TRR
T055,2023-11-28,3633.33,TRR
T055,2023-11-28,4411.04,TRR
T055,2023-11-28,6110.6,TRR
T055,2023-11-28,22873.24,TRR
T055,2023-11-28,57084.18,TRR
T055,2023-11-29,-492.36,TRP
T055,2023-11-29,-32.21,TRP
T055,2023-11-29,-643.65,TRP
T055,2023-11-29,-364.46,TRP
T055,2023-11-29,-510.75,TRP
T055,2023-11-29,-363.16,TRP
T055,2023-11-29,1724.92,TRR
T055,2023-11-29,1783.98,TRR
T055,2023-11-29,2251.95,TRR
T055,2023-11-29,2309.47,TRR
T055,2023-11-29,2550.04,TRR
T055,2023-11-29,2565.78,TRR
T055,2023-11-29,2854.05,TRR
T055,2023-11-29,3296.7,TRR
T055,2023-11-29,4217.84,TRR
T055,2023-11-29,5843.91,TRR
T055,2023-11-29,6208.82,TRR
T055,2023-11-29,7089.6,TRR
T055,2023-11-29,9227.82,TRR
T055,2023-11-29,11193.0,TRR
T055,2023-11-29,16727.71,TRR
T055,2023-11-29,22543.2,TRR
T055,2023-11-29,34110.48,TRR
T055,2023-11-29,34361.09,TRR
T055,2023-11-29,90350.56,TRR
T055,2023-11-29,119693.97,TRR
T055,2023-11-29,214941.96,TRR
T055,2023-11-30,-1373.58,TRP
T055,2023-11-30,-6165.08,TRP
T055,2023-11-30,-8322.72,TRP
T055,2023-11-30,-89.41,TRP
T055,2023-11-30,-10511.83,TRP
T055,2023-11-30,-2047.8,TRP
T055,2023-11-30,-5165.97,TRP
T055,2023-11-30,-81526.86,TRP
T055,2023-11-30,-95.6,TRP
T055,2023-11-30,-3950.92,TRP
T055,2023-11-30,-23816.69,TRP
T055,2023-11-30,-4133.71,TRP
T055,2023-11-30,-6768.3,TRP
T055,2023-11-30,-26892.3,TRP
T055,2023-11-30,-1295.0,TRP
T055,2023-11-30,-735.68,TRP
T055,2023-11-30,-2173.71,TRP
T055,2023-11-30,-1127.95,TRP
T055,2023-11-30,-3451.77,TRP
T055,2023-11-30,-390.83,TRP
T055,2023-11-30,-1119.25,TRP
T055,2023-11-30,-22208.87,TRP
T055,2023-11-30,-355.98,TRP
T055,2023-11-30,-645.03,TRP
T055,2023-11-30,-1718.2,TRP
T055,2023-11-30,-1090.58,TRP
T055,2023-11-30,2880.6,TRR
T055,2023-11-30,3417.91,TRR
T055,2023-11-30,4612.11,TRR
T055,2023-11-30,5442.46,TRR
T055,2023-11-30,6895.64,TRR
T055,2023-11-30,7710.12,TRR
T055,2023-11-30,9458.8,TRR
T055,2023-11-30,10086.94,TRR
T055,2023-11-30,10307.6,TRR
T055,2023-11-30,26305.5,TRR
T055,2023-11-30,35109.31,TRR
T055,2023-11-30,60439.4,TRR
T055,2023-11-30,70886.08,TRR
T055,2023-11-30,91740.99,TRR
T055,2023-11-30,97309.22,TRR
T055,2023-11-30,98680.68,TRR
T055,2023-11-30,103347.06,TRR
T055,2023-11-30,128584.74,TRR
T055,2023-11-30,136648.3,TRR
T055,2023-12-01,3038.0,TRR
T055,2023-12-01,3751.97,TRR
T055,2023-12-01,5052.96,TRR
T055,2023-12-01,6237.79,TRR
T055,2023-12-01,6265.16,TRR
T055,2023-12-01,6725.66,TRR
T055,2023-12-01,8556.56,TRR
T055,2023-12-01,8633.79,TRR
T055,2023-12-01,9326.77,TRR
T055,2023-12-01,10904.12,TRR
T055,2023-12-01,11361.42,TRR
T055,2023-12-01,11977.31,TRR
T055,2023-12-01,13692.65,TRR
T055,2023-12-01,15402.69,TRR
T055,2023-12-01,15537.92,TRR
T055,2023-12-01,15860.45,TRR
T055,2023-12-01,23219.04,TRR
T055,2023-12-01,27181.6,TRR
T055,2023-12-01,28120.34,TRR
T055,2023-12-01,41823.97,TRR
T055,2023-12-01,47937.9,TRR
T055,2023-12-01,54192.09,TRR
T055,2023-12-01,73513.36,TRR
T055,2023-12-01,73729.86,TRR
T055,2023-12-02,2350.99,TRR
T055,2023-12-02,2605.96,TRR
T055,2023-12-02,7291.94,TRR
T055,2023-12-04,2233.99,TRR
T055,2023-12-04,2313.68,TRR
T055,2023-12-04,2681.55,TRR
T055,2023-12-04,3019.38,TRR
T055,2023-12-04,3054.64,TRR
T055,2023-12-04,3064.45,TRR
T055,2023-12-04,3363.7,TRR
T055,2023-12-04,3388.22,TRR
T055,2023-12-04,3647.71,TRR
T055,2023-12-04,4123.8,TRR
T055,2023-12-04,4905.89,TRR
T055,2023-12-04,5028.56,TRR
T055,2023-12-04,5244.01,TRR
T055,2023-12-04,5764.9,TRR
T055,2023-12-04,5959.58,TRR
T055,2023-12-04,6921.81,TRR
T055,2023-12-04,7306.9,TRR
T055,2023-12-04,10613.68,TRR
T055,2023-12-04,11393.99,TRR
T055,2023-12-04,13710.8,TRR
T055,2023-12-04,14779.55,TRR
T055,2023-12-04,15923.4,TRR
T055,2023-12-04,30976.0,TRR
T055,2023-12-04,54866.64,TRR
T055,2023-12-04,136156.58,TRR
T055,2023-12-04,165770.02,TRR
T055,2023-12-04,-6.35,TRP
T055,2023-12-04,-222.34,TRP
T055,2023-12-04,-457.38,TRP
T055,2023-12-04,-1061.56,TRP
T055,2023-12-05,1326.4,TRR
T055,2023-12-05,2486.4,TRR
T055,2023-12-05,2851.0,TRR
T055,2023-12-05,4237.08,TRR
T055,2023-12-05,7216.92,TRR
T055,2023-12-05,8417.97,TRR
T055,2023-12-05,9201.14,TRR
T055,2023-12-05,15846.18,TRR
T055,2023-12-05,21412.8,TRR
T055,2023-12-05,42234.68,TRR
T055,2023-12-05,340678.77,TRR
T055,2023-12-06,-272.21,TRP
T055,2023-12-06,-320.6,TRP
T055,2023-12-06,-72.32,TRP
T055,2023-12-06,-134.75,TRP
T055,2023-12-06,392.04,TRR
T055,2023-12-06,1463.62,TRR
T055,2023-12-06,1616.18,TRR
T055,2023-12-06,1655.28,TRR
T055,2023-12-06,2454.15,TRR
T055,2023-12-06,2862.09,TRR
T055,2023-12-06,3756.93,TRR
T055,2023-12-06,3816.64,TRR
T055,2023-12-06,6109.29,TRR
T055,2023-12-06,130767.8,TRR
T055,2023-12-07,3354.91,TRR
T055,2023-12-07,8314.39,TRR
T055,2023-12-07,10744.2,TRR
T055,2023-12-07,12107.62,TRR
T055,2023-12-07,21371.93,TRR
T055,2023-12-07,22318.74,TRR
T055,2023-12-07,24854.03,TRR
T055,2023-12-07,43481.72,TRR
T055,2023-12-07,48298.0,TRR
T055,2023-12-07,70354.24,TRR
T055,2023-12-07,74146.09,TRR
T055,2023-12-07,75311.72,TRR
T055,2023-12-07,121214.07,TRR
T055,2023-12-07,200159.91,TRR
T055,2023-12-08,430.45,TRR
T055,2023-12-08,833.38,TRR
T055,2023-12-08,1459.26,TRR
T055,2023-12-08,1526.42,TRR
T055,2023-12-08,1804.18,TRR
T055,2023-12-08,2261.36,TRR
T055,2023-12-08,2673.34,TRR
T055,2023-12-08,2833.29,TRR
T055,2023-12-08,2846.2,TRR
T055,2023-12-08,2898.77,TRR
T055,2023-12-08,3079.67,TRR
T055,2023-12-08,3096.29,TRR
T055,2023-12-08,3288.88,TRR
T055,2023-12-08,4067.45,TRR
T055,2023-12-08,4551.58,TRR
T055,2023-12-08,5097.6,TRR
T055,2023-12-08,5953.49,TRR
T055,2023-12-08,7930.12,TRR
T055,2023-12-08,8448.55,TRR
